id,transcription
71261,d ɪ ə h ʁ a ɡ ə z ɛ z a b ə n d ɪ ə h a b a ɪ tʰ ɪ n d ɛ d ɪ t a j n d v ɛ ɪ z k œ n tʰ i k uː m a j n d s e j n v i z ə m ə d s uː k ə m t ɛ ə m ɛ n ʃ ə n i t i a b e tʰ ə ŋ ə d ə t u ɪ t ə m ɛ n ʃ ə n ɔ v ə b ə d s ɛ n tʰ ə n ɪ n d ɛ d ə iː t a j l v e d ɔ d ə ɔ b iː s t ə s ə s l ɛ ə b a m ə n k ə t d e j n tʰ ə n m ɔ œ d ɪ f ʁ a j ɡ iː z uː k ə m e j d ɪ s ɛ d ɔ ʔ ɛ z ə ʀ u b a iː ʃ iː m ə a j n ə s u k ə m f t ɛ n d ɪ d ɪ iː t a j m v ɛ tʰ iː tʰ s ə a j b a j tʰ ə n f ʁ ɔ s t ə n k l œ n t ə b a j tʰ ɪ s ɪ ʃ f ɛ s v a j n t tʰ n iː j ɛ œ j ɛ n ɛ t œ k ə n t ə m iː n ə tʰ ʔ a v ə tʰ ɪ n s t iː k iː t e j l n b ɛ tʰ ɪ s p ɔ ʁ s t ɛ ɔ ə n t ɔ x i a ɛ n ɪ z iː s f a j tʰ ə h ɪ n ə b a tʰ d e j v ə n d iː j ʔ ɛ f ɔ l m ɛ n ʃ ə n z ɪ v j iː ə p a ə v a ʃ ɛ n f uː f ɔ f ə l ə d iː t a j n ə n x ə m ɪ tʰ p ə l v ɔ ə t h ɛ v œ j u e ə n ə m l ɛ n ə b ɛ ʔ ɛ m iː ə z iː f a v ə d s p iː ʁ ɪ ʃ f ɛ ʃ i ʁ ə ʃ u d n ɛ d ɛ s f a m ɪ ʃ f ɔ m l d i ə t
71262,b i ə ɪ n a n t i n ʊ s ə ŋ a t a kʰ a i l i z ɛ ʃ ə s t ɪ d i k ə z œ i ɔ f n ɔ tʰ t iː k a i ə l ə b iː ə tʰ t i k ə i ə ɛ n f iː l ə f e l t ɪ ɡ ɪ ə n f ɔ ʁ ʃ i d ə a t ɪ ɡ ə a l s uː ɔ n a s ə n f m b ə n ə tʰ ə n ɔ n t ə d ʔ i k ɪ l ə l ɔ tʰ d ɛ z s ɪ n d ə s f iː p a m uː b j u tʰ i l f ə m ɛ z d ə tʰ ə f iː l ə m ɛ n ʃ ə n d ɪ tʰ t i s ɪ h m a d i n i d ʏ tʰ ɪ s t e t ə f ə n z i ə n iː d ə tʰ i z v a n f uː s ə n v j ɛ tʰ t ɛ n ə m n ɪ d ɪ m a j s ə l a j t ə d i d ɛ n f n iː ʃ a d ɪ ŋ v u h ə m j n ɪ p ɔ x n ə x ɪ ɛ n d ɛ n d ɛ n d ə h t ɛ k l ə x ʁ iː s t ə ʃ ʀ ʁ a j d ə n z ɪ n t u j ɪ n ɪ ŋ d i a tʰ m a j f l a k ɛ s p ə ʁ ɪ ʃ t œ ə p ɛ d ɪ ŋ m ə n ɛ n z iː f ə f ɛ v ə m a j n ə b ə ɛ m ɪ k iː z ɛ ʀ ə tʰ a z ɔ x n a x ə l a j tʰ d i j iː d u j i k i n ɔ tʰ s ə m a d ə n ɔ n p ɔ ʁ f i f ɔ x ə n s ə k ə m k l i tʰ i v ə n a l z t ɔ l ʃ ə n ɪ ʃ i ɛ ʃ ə p f ʏ l ɛ s t ə ɡ ə a j v ɔ f iː l j ə s ɔ f ɪ ʃ k ə s p ʁ e j s ə s t ɪ ŋ k ə v ɛ n m a n l ɛ n ɛ d i k ʁ ɔ s t œ l ɛ ɡ z ɛ tʰ ə v l iː x m ɪ x f ə ɡ ə s p ə z t ə t a i ə n a j n a tʰ n h e t ɪ ŋ ɪ n z v ɛ k t ɔ x z ə n d ɛ z t n ʊ tʰ s ɔ n s ə x ə ɪ n b a j d ɛ v a j tʰ ɪ n k ʁ ɛ s ə s ɔ b l œ tʰ iː s k l e ŋ t ə b ə s t ɛ n k ə d œ s t ə j k e tʰ j iː j tʰ j u m h a j ɔ f ə p ə tʰ d i f uː n ɛ ɪ n t a k t uː l a n d a n t ə ɛ m ə s ɪ d m ə k ə z ə t ə s ɛ ʀ ə k ʀ a tʰ ɪ ŋ ɛ n ɛ n d s l i n t p ʀ a d ə m ɔ l d ɪ l ɔ n ɔ ʁ k a j n ə ʀ ɪ s t i j iː ə a j z ɔ ʔ ə b ə ɛ d u j i p ɛ s p l e x ə tʰ i m a j m ə t ɪ n h ʁ a j t i d ɪ n d ʃ ɛ t ə p iː tʰ iː z uː n k ɔ l f uː ə n k a n z ə n d t ə n z ɛ b a tʰ ʔ j n t ʁ ɔ tʰ m ə t ʔ uː z f a ʔ u b ɔ l z p a tʰ ʔ n d ʁ ɔ tʰ ɪ ŋ u m ɔ s t s ɛ z s n d ɛ s ɪ x a j n ɪ ɡ iː ʊ s ɛ n v ɛ œ m ɪ n t iː l ɪ k j œ i ɪ n iː s p ʁ e j z ə n l ɛ k ɛ tʰ j u ɡ iː f y d a p d i x m a j m f ʁ j n v k ʁ ɛ s t ʁ ə l ɪ ŋ ə n ɪ x m ɛ x h a n k ə n t ə d uː j ɪ n z a n iː z j n k ʃ ə l i ɛ m n ɔ j ɪ s p a tʰ p i iː ʔ a j a d ɛ n l i ʀ ɪ n l v i p ɛ t ɪ ʃ a x l ɔ d i ɡ e j v m d iː d i k ɛ n ɔ tʰ s ə m b i d n i l ɔ d ə n ʔ i v ɛ n t h j a j ɛ tʰ a j iː s t ə n z v a j m ə z ɔ j u ʀ ə p iː l ə t ə s t ə tʰ ɪ tʰ ɛ s k ə n ɔ x a j s e j ɪ ŋ f ɔ m uː d ɪ s p œ z ɔ n t ə ɪ f ɪ s ɛ m s ə s ʔ ɪ ɛ n d ʁ ɔ s ɛ k t s a j k n d ɛ s ə n h ə n ɪ n f iː l f e tʰ j ɪ ʀ ɪ s t uː n ɔ tʰ f uː m t a n ə n i v ɛ n h a s e j n v ə ʀ a j v ɔ ɛ f uː ɛ n d ə k ʏ x ə d ɛ m ə tʰ ɔ m ɡ i n ɔ ə n p t ə v j m d m ɛ n ʃ ə n
71263,h ɛ ʀ m i d a s ɪ s a ʊ x n ɪ x ɡ a n s a ɪ n f ɔ ʁ f ə m ɪ x s uː b a f ɔ t ə n t ə n d iː p ʊ l i t ɪ ʃ uː b ɪ t a j d i ɡ ɔ n uː n d a j e s t e ʃ a f j iː d ɪ m f a n d ɔ j ə t ɪ z a j a v e ʃ t i iː s l a n f iː j e d ɪ iː d iː b ɔ l e d e ʃ iː p ɪ t a j d iː j iː ɔ n a d e iː n v a j d e ʃ m iː f ɔ ʃ iː ɪ n ɪ f a j n uː p a t a j iː n a b u z a ʃ iː ŋ k ɔ p j iː x ɔ n b ɛ ɡ k l j a n s ɪ ʃ k iː j iː z ɪ m n ɔ n uː t a n m a j a d a e s ɪ m ʔ j a b iː s iː n ʔ a z ɔ l a d uː m ɪ b e k ʃ ɛ m iː j ʔ a l a s ɛ j a ʃ ɛ n e ɪ z e d ɔ ʁ m a t e ʃ ʊ n a n e s t ɛ n iː ʃ m e d a z b a z ʔ ɛ n ɡ e ʃ iː ɡ a z t iː k iː b ɪ t a l iː b ɔ a p uː l i d iː ʏ ʃ ɪ ŋ d e s ʁ ɔ z ɛ m ʔ n v e pʰ a f a d e l a
71264,z a s ɛ s ɛ n ɔ t ʏ ʃ j ɔ ʁ ʃ ʔ n ə z a ʁ x ə d iː j iː n iː ʃ iː m a m ɔ ʁ tʰ ŋ ɛ ʃ iː m a s t e a p l a j s t ʔ ɔ f t l a t m a n a tʰ y ʏ ʃ n iː ʃ m ɔ t e j z j e t a b a b ɛ n d a z s iː j iː n ɔ f t a s m a n d i n ɪ ʔ e b a j d a ɛ j n ɡ iː b e s iː n iː ʃ e ɪ n b tʰ a t b œ d y m a n d e n k i ʃ m a ʔ a p a x ʏ k uː j ə s uː n h i n d e n e s t m a p a j t a m u j i m j i e ɪ a j b iː m s b a j f i ŋ ɡ iː œ d e s u a b a ʃ iː e d ɪ f ɛ n ɔ l aː s a t iː m uː d uː b a s iː j ɔ n a m ɛ n d ɪ ʃ ʏ d e d iː s iː j e m ɔ m ʔ i j ɛ m uː s iː f ʏ l iː p e z ɔ n tʰ a tʰ ʁ a ɪ t e n ɪ ŋ
71265,d iː f a ə ɡ j ɛ s ə d uː b ɛ s t ɛ p t a s a l z ɛ s ɪ s t ɛ s t a t ə x ɪ x v ə v ɪ x t ə f ɛ ə x i n ɔ h ə b i t u ə h a b ə n ɔ tʰ ə œ ɛ n ə ʁ ə a v iː s a j m ə l i t s ə b ʃ ɛ f t ɪ ŋ ə m f l ɛ t l i tʰ i z t ə z a j n z ə h ɪ ɔ s k t iː m s ə k œ n ə n ə l u m k ʊ d ə ŋ k l i ʃ u œ v œ m a s ɛ k t l ə iː ʃ uː a j z ə ʃ n iː s ə m ʔ ɪ x p ə l tʰ f ʁ ʏ tʰ ə n z ə ɡ œ n ɛ s n ə tʰ ɪ n ʃ ʊ ɪ n f ʏ d u f ɔ tʰ ɪ z ɪ n iː v iː d ɔ m h a j l ə d n l ɪ s t ə m d ɔ n t ə ɛ v ɛ n t ə ɛ d ɔ x a s ə m ɔ n iː t ɛ l i tʰ i ɛ ŋ ɔ ə v ə m a b i iː ɛ s ɪ n t ɛ ɡ ə n d i m a j ɔ s ə v ɪ s t ɪ x t ɪ ŋ k iː l m a j p ɛ s j ɛ ə n s ə n d s m ɛ n ʃ ə n d ɪ z ɪ n ɪ tʰ ə n s z d ɪ v ɪ n j ə t j ɛ n ə j a n t ʁ a b e tʰ ə n s t ɪ f ɪ ŋ j ɛ tʰ ɔ ʁ t ə s ɔ s ə ɡ ɛ n ə tʰ ɔ n h ɔ b iː z ə n d u n iː s b ɛ x iː n h e n iː d iː j iː d iː s a j d ə f ɛ k t z ɔ n ɛ n ɛ ŋ iː t i h ɔ t z e t h iː t e ʃ k ɛ j t ɔ n t d e s ə ɪ n iː s ɛ ŋ k ɪ ʃ ʔ a n s a f m a t s ɔ d ʔ iː b e t a t œ d ʏ ɪ b ɪ ʁ x a ʃ ɔ b i iː f a n j a s a j d e s e ʔ a d a k s uː tʰ i n j ɪ ʔ a b a j a
71266,ɛ n e l iː ʃ iː k l ɔ b iː ʃ j œ j e tʰ k e iː ʔ a l ɛ ʃ ʁ m iː n j a n ʔ a m a ʃ m e n z ɪ f a n ʔ a s ɔ n d uː ŋ ʃ ʔ e ɡ ɔ m iː ʃ t e z s uː a b e a z n iː ʃ j a k iː n t ɛ ʔ ɛ n ɡ iː ɪ ʀ ʏ t uː l e b iː ʃ t e s j ɛ n s a p z a f ʁ l a iː n iː ʃ m e j a b a s b iː j iː ʃ t e z k ɪ l j a d a b a k a n s ɛ j m p a d a s a ɡ œ j n b ɪ ʁ ɛ m uː iː ʃ k iː z e ʃ p a x a k ɛ l ɪ iː l j n b z b a iː j m a j n e j ɡ n ɪ ʃ p a x iː z j a l iː j b iː ʔ e iː j iː n iː p ʁ a x f a t s iː n j e n d n e i j ɪ ʁ s i ŋ k ɪ ʃ s j y ʃ ɪ pʰ i k b e a d e b a n i h ɛ k ɔ n a m a ɡ e l iː m j e n ɪ d ɪ uː j uː b ɔ ʃ b iː j iː b ɪ n j e s ɛ n e d œ t j k ʁ a ʁ ɛ n d e a kʰ a n d iː i a b a s a n ʃ a iː z b a f l j e k a n ʔ ɔ n t i h a b a n e ʔ b a s a ʃ iː k a t s ɔ n d a b ɪ n ʃ y b ɪ l iː ə iː ɡ iː d ɪ ʔ a n tʰ uː p a n ə s ə d ə iː ŋ tʰ i a kʰ a f a m pʰ i ŋ x a
71267,t ə m i l i tʰ ə s l ɪ f ə d a n uː z œ p ə k ɛ tʰ k a j n i p l ɪ ŋ f a x ɪ n ɪ ʃ ɔ l ə ɛ m ɪ z k ɪ b t ɛ d ə ŋ t iː b i t ə d iː m ʃ ə n t ʁ i n d ə n ə v ɛ d iː ʃ u l ə n d l ɪ s h ɛ t ɪ n m a j n ɔ l a j n ə f ʊ tʰ p ɔ x œ s ə x ə ɪ n ə m i ə n b a p ə l ɔ j d ə n d iː k ɛ t n iː f ɔ tʰ z ɛ tʰ l ə n s f a n d ɛ s m ə n d ɪ z ɪ n t ɛ s ə m ə m l a n f ɔ l iː ɛ tʰ ɪ z m ɛ n d ə ɪ n tʰ ʁ ɛ s ə m l ɔ ʁ iː k iː ʁ iː s ɛ n d f ə l i d ɪ d k ə d i z ɪ s ə m ɛ d n ə n ə k ə ɔ s a j m t k ɪ m ɪ s œ ə n i k ɛ t ʁ e j ɡ ə d ɛ x ə u n d ə n d ɪ z ɪ s h a j s ɛ n iː ʃ l j a n ɪ n f ʏ s ə z f ʏ h a b a j tʰ ɪ n d ɪ d i p ɪ n ɔ d ə v d ɛ n ə n d ɛ n t s i p i tʰ ɛ v iː d ɛ d t ə f ə ɡ ɛ s m ə n ə s ɔ s t i z n ɪ s n d l i h v t ɛ n d ə t ə l ɪ p ɔ v a j l i b j y x ə l a x ə n t ʁ ɪ s t ɪ n d iː n iː m ɛ k t l ɛ z ɛ n p ə m d ɛ n m ɛ n d ə z ə n b a d ʃ y l ə ʔ n d p e j x t ə n ə ʁ ə n d ə ɪ l i ə p ə d f ɔ n ə p ɛ n ʃ u l d ɛ tʰ p a n iː s t e j tʰ ə s p a j ʃ œ n m ɪ t ʁ ɔ j n tʰ ə n ɔ n t ə z ɪ tʰ ə t ɔ l ə t a j tʰ k ə l i z ə n ɛ v ə ɛ n a x ɪ ŋ a j n ə m a k uː d s f a n s ɪ ʃ j ə n ɔ t s ə h a p t ə ʃ ɔ tʰ uː ɛ n ɛ z ə s t ə n ɛ n ɛ n d k ʁ ɔ tʰ ə p ə ŋ t ə v ɪ z ə n ə z t ə j ɪ ʃ ʊ l uː a j m tʰ i z ɛ n a ʏ ɡ iː ʁ ə ʃ k ɛ tʰ t h ɪ m ə n ə h ɛ d ə tʰ k ɪ n t ə t ə n tʰ iː z f ɔ b ə l n œ t a j n ə n d t ɪ ŋ d i ɔ m a j n ɔ m p ə t i l ə d e m ə k p ɛ x ə n h i l a j d ɔ x ə ɪ v ɛ n t ə ɛ f ʏ z k a l ɪ ʃ ə n ʃ i d m iː k ɔ ʃ ə ʔ œ n t v ʏ s n t j a s t ɪ x ə n f ɔ ɡ i ɪ ŋ ʔ b i j u l k ɪ ʃ y a ə s n iː s a b a d i z ə i z ɛ x ə l i b a n j ə m a j f ɔ h a l t ə n l iː ʃ ʊ a tʰ ə z s ɪ s t ə m ə d ɪ ʃ a s k œ m ɛ s t ə n d ɛ s t ɪ ŋ ɡ ɪ tʰ s k a n ʃ ə l s ɔ x v ə tʰ i a z v i t i ŋ s a x t ə n s ɛ x ə n
71268,d ɛ s ɪ z n ɛ tʰ ɛ z ɪ z ə h b s uː tʰ ə uː l t iː m a j n ə v h a ŋ f ʀ a ɡ ə ɛ z ɪ z n ɛ z m a n m ɪ s t ə m ə l ɪ n ɪ z s uː x t ə n p ʁ ɪ x t ɪ s ɛ d m a x t ə n iː x t ɛ n iː k ə n ə v m i x t a n kʰ ɔ n m a n ə p ʁ ə z iː s j ɔ n ə l h ɪ x k ɛ n d i v ɛ d t ə j u h ə z ɛ l ɪ ʃ a s t ə h ɪ ə tʰ d i z ə f ɔ ə n ɛ tʰ ə ɛ m h a b s ɛ x i ɔ s m e d i ə n ʔ iː t ə h ɪ z ɛ k ʃ ə p t i f ɔ ʏ ɛ n d ə n b ə tʰ m i ə f ɔ l ə t y d j iː h ə d s ə x n ɪ x k ʁ ɔ s a t i œ s ə m ɡ ɔ l d m ɔ l ɛ s ə m s t e j t ə n ɡ ɪ v ɛ n ə d ə v k ʏ n t iː t a ɡ ə n h i z ə k ʁ ɔ s ə f ɔ ɪ n ə ʀ u ŋ n j u ə n d s ɔ b ə tʰ ə p ɪ z ə v ɪ d iː ə m e j d i ə n k ə n ə ʃ l i x p ʏ s t e j tʰ ɪ ŋ ɔ p t ə t ə s ə s t ɪ ʃ s ɔ ɪ s ɔ d ʁ b z n iː s ə l ə z ɛ m l ɪ k p a j d ə s n ɪ x ɛ n l ə s ɪ ʃ ə n m l ɪ k s t ə n z ɛ n i œ z a n z l ɔ a t ɛ n ə n ə t œ iː ʃ ɛ n f ɔ tʰ ʔ ə m a z iː k ɛ n z i n d ə k ə m ɪ n ʃ a n d uː f ʁ ɔ ʏ n t ə n z a j n iː ʃ v a j s ə z ə s m iː x t a j m f ɔ x ʁ l ɪ z ɪ s n a j u f ə b a ʔ
71269,ʒ a ɪ j m f a x ʔ iː ʃ ʏ j œ d b ɪ z a t e l e t s iː m s e n ʃ a n d ɛ ʁ z ɪ z m iː j a m a j m l a n ʔ n s ɛ a f j a s a d a m iː t b a j d a y j ʔ a p s a ʃ ɔ x ɔ n a f ʊ l a ʃ t a p a p a b a n ɔ j d a n ʁ k a l tʰ ə n ɪ l e s ɛ ʁ s uː a j t e l d j iː ŋ l iː j ɔ ʁ a m a b a ʔ iː ʃ b œ j d iː d a s iː n b a d iː m iː m e n d j e j iː d ɪ m b a l a d b a j n j e s t ɪ m d j p iː j a f t a j n j uː b a ʃ a n ʔ iː s e l z e j l ɪ d iː ʃ z u s uː n h ɔ ʁ k ɛ ʃ m iː z j e iː n iː k j e iː m b iː œ l ɔ b œ j a n a t m a ʃ ɛ m a ɛ j n iː b ɪ l j ɔ uː n ɔ j x ɔ n ʔ a ɪ l ɪ d ɪ m a ʃ t e j a ŋ pʰ iː x e
71270,ɪ x v ɪ ə d ə n a l ə s a ɪ ɛ t ə n ʀ a ɪ ɛ z ə n v a s ə n ɔ l v ɔ ʀ ʊ m n v ɛ ə d ɪ x ɡ ɛ ə n z e h ə n z ʊ ə x ɔ d a s a l ə s v ɪ s
71271,t ə f ɪ x t ɪ k s ə n ɛ n ə b iː s i n z ə v uː s p ɪ ʃ ə n m ɛ n ə t l i ʃ a tʰ z ɔ l ɔ m ɛ n tʰ ɪ s t ɪ ŋ k ə tʰ i ə n m ə z ɪ n t ə k ə m ə l ʀ u n d ə p ʁ e j ʃ ə n ɔ l s ə h ə h ɛ n d ə l ɪ n a l ɡ ə n h uː ɔ d n tʰ m f ɛ tʰ ɔ l n ə ʔ iː s t ɪ ŋ k ʊ k ɛ n p ə s t ə f ɔ tʰ ə p ə s t ə z n iː x ə b ə d ɪ k ə n f a j d ə ɪ s t ɪ ŋ k iː ʃ t ɛ s t ə s ɔ d ɪ m ɛ n ʃ ə n ɪ m a ə v ʁ ɔ ŋ uː ə t ʀ ɛ ʁ t ə z n d iː x t ə s t ɛ p s ə s t ə n d h iː ɔ n d ɛ s i ə d iː f tʰ ʁ ɔ l s b a x ə s ə
71272,ɪ n ə ʃ ʊ d ə n d s a j tʰ ə ɛ k s ə n d h ə ɛ s t ə s t ɪ ŋ k iː x m a j d ɪ f i s t h a j tʰ d i k ɪ n d ə k v ɛ k t ə d ɔ x ɪ v b a j b a h ə tʰ ə n v ɛ d ə n a n s ə x ə n d ə n ə t u ɔ n d ə n k l a n t ɪ ŋ ə n l i f ə m s ɪ n ɛ t ɔ s v i j u p ə s ə s ə l ɛ s t ə s ɛ k a v a x ə l œ x t ə v t ə s ɔ v a v ə n s ɪ k d ɛ s ə l ɔ s iː s ɔ s i d iː d n d i z ə tʰ ɪ ŋ l ə ɛ m ʏ d ə n t ɛ z ɪ n t ʁ ɛ s ə ɛ tʰ ə f uː l a n v e j a f d ə n ə n s m a m i d z ə n ɛ z ə d i n i f ɪ x h a t d iː f ʁ ɛ ɡ ʁ ə v ɛ ʃ iː f i x ɛ j s ɔ l t ə f œ tʰ ə p ɪ d b ə k a s t ə x n ə a ɪ s t ʁ ʀ ɔ n ə z ɔ l tʰ ə ʁ f iː n f ɔ ɡ uː f ɔ t ɛ s ɛ l d
71273,e z a ɛ x m iː ə ʁ uː j œ z t e m a t j iː j d e p a t ə ʔ ɛ m p ɪ ʁ ɔ n t m e n y k ə m e n s ə n t uː m ʁ ɔ tʰ uː n t h a l h a b ʃ t d e ɪ t ɪ f y j y e z ɪ z n a t e ʃ m n iː s ɛ ʁ a k t iː ʃ t a k t ɛ ʃ t a s ɔ tʰ iː f iː n ʁ a z œ b ɛ n iː ʃ iː z a x ɛ n ʁ a j n ŋ j iː t ɔ n d a n ʁ a d a n ʁ a j s ɛ s ɛ n a tʰ œ e ʃ b iː ʃ t e ʃ j ɛ a s a b ɪ ʃ t y m d iː b ʏ ə k ɪ ʃ k j a j t m s a s a p a j a b iː j ɔ k a b a l j a n f ɔ l ɪ v a d t ɔ l uː m k ɔ b a j l iː t m iː ɪ ʃ d e b j e k s iː n e m d iː ɡ iː b m ɪ z e s e s j n b e k j iː ʃ j a n iː ɛ iː œ j ɡ uː ŋ b a b a s ʏ s ɪ m ʃ a j t e j iː m a ʔ ɔ n d a z ʃ ə b j e iː j a n e n z a j m j i ɛ ʃ iː b n d ɔ ŋ d ɪ iː n p ə n f ɔ aː ə t ə f m iː i n a i m
71274,d ɪ ə s u k ʊ m t ɛ b ɪ l ɪ l ɔ n t e a s t i m v ɛ z ɛ f i z ə v e j d j ɔ f ə n t ə n t ə s ə n d ɛ ʀ i j z ə d ɪ n ɔ ʁ s i n d i m a j s n d ə s k d a ʁ tʰ b iː s ɛ k i tʰ ɪ z d ɪ n t ə s p ɛ k t ɪ ʃ v a j s ə ɔ n z ɡ iː n ə p s a j d n f ɛ z m ə f ɔ b l ɪ f ə n k ə n t ə n ə p ə p t e j tʰ ə n ə p ʀ e j d ə n k ɛ n t ə m ɪ t ə m ɪ d s œ s ə p ʁ a j tʰ y m ə b iː s t iː m tʰ ə n z ɔ l m a s n m v iː d ɪ ŋ k iː ʃ ə m a j u ə n ʔ iː j u z ɔ b ɪ n ɔ t s ɔ n ɪ n a ɪ z ɔ d a s t iː b ɪ d ɔ n d e s ɛ n s ɪ n ə n iː m ɪ ʁ a j n iː ʃ m j a d a z a j n v a s ə l f ʏ t ɔ ʁ t ə f ʁ a t ʏ ŋ ʀ y k m i n ɛ n f l tʰ n iː z b iː d a s ə ŋ k ɔ f ʁ ɔ ʔ n d e m iː ʃ m a b ɛ n ɪ f iː ɡ e n e kʰ a ʔ iː n ɔ s uː n ʒ a z d a j a z a t e ʁ ɛ n h i n l j iː ʁ ɔ b l i j m ɪ ɔ n ʔ ʊ d a aː a d e t f ʁ i ʃ a ʃ iː j a n ɔ d a ʊ l a e d iː d iː m f ɔ ɡ y n d y iː j a n ɪ n z ɔ a s e k e ɡ iː ʔ iː m b a ʁ a j iː n s ɔ l a j iː d ɪ n ɔ d a z a l a s t a ɛ k j e t j iː m j e t e iː ʔ a j iː j ɛ m t a f ɛ l ɔ n a v a j e s e j iː m a j p a ʁ a s ɛ n s ɪ ʁ ɔ l ʔ a b a b e s ʁ a n ʔ a z ʔ iː ʃ p e z œ d iː z iː d a z a d iː t a l e b e d ɪ m d iː k y p uː t e p b e n ɔ n a n i iː t e ʁ ɔ d iː i f a d i m e p ʏ k a n i j a ʔ i m n ɔ ʁ n ɔ n i z s ə kʰ a s a t iː ə m a n b e ɪ d uː m s ɪ e ɪ l a ŋ a n f a
71324,ɪ x k ɔ x ə s ə ɡ ɛ ə n ə ʊ n t s e ə ʊ n t ɛ ə ʃ i t l ɪ x ɪ n d ə m ɛ
71325,v ə n ɪ x ə t h ɪ ə v e ʁ ə v ʏ ə d ɪ x a ɪ n ə ʀ a ʊ ʃ v a ɪ b ɪ l a ɪ n ə n v a l ə n v a ɪ t ɪ s v ʊ n d ɛ ʃ ʏ l d ɪ ŋ v ɛ n z ɪ m a z i ə ʁ ə n v ɪ n t a ɪ n a f ʀ i k ə f ɔ ə k ɔ m ə n
71326,ɪ x m œ x t ə ɡ a ɪ n ə n ɔ ʏ k l ɪ x ə ʃ l ɛ ə n ə n v a ɪ ɛ m a n ʃ l a s t ə n k ʀ ɪ x ə n a n f ɔ n t
71327,d a s ɪ s t a ɪ n ə f ʀ a ɡ ə d ɪ x ə ʊ n v œ k l ɪ x b e ʁ a n t ɔ ə t ə n k a n
71328,v ɪ ə f ɪ n t h ə a s k ɛ p t ɪ ʃ
71329,ɪ x m a ə k a m l i s ə n d ə n h ɛ ə t v a ə t ɪ x d a n a l ɛ s m a n b ɪ t ɪ n s u ʀ ʏ k f a l t ɛ t
71330,ɪ x m a x ə n ɪ x ɡ ɛ ə n ə s p ɔ ə t a b ə v ə n ɪ x a ɪ n v a x ə n v ɔ l d ə a n d e ʀ ɛ s k a m s uː n
71331,ɪ x p ɛ z œ n l ɪ x f a ʁ a n l i b ɛ s t ə n a n s m ɛ a s
71332,h ɪ x v ʏ ə d ə ɡ ɛ ə n ə ɪ n a s ə n k l a n t ʁ ʊ n tʰ a ɪ n ɔ s t ə n ʁ ʀ a ɪ z ə n v a s ʀ ɛ l f i x ɛ z e ə d i v ə l n d m ɔ ə v a x ə m ʁ ɪ s t ə v ɪ z i ə d i a j n p l ɪ ʃ m ə t ə d a m ə l i ɡ ə l s a j t ə v a j s t ə m
71333,v ɪ z a x t ʁ a ɡ ə z e ə ɡ ɛ ə n ə k l a ɪ d a ʊ s ɡ u tʰ ə n v ɛ m s t ɔ f ə n v a l x ɪ s a n t a ʁ ʃ œ n h œ n ə v ə n d ɪ ŋ ə d ɛ s a l t a k s ɔ ə k f œ l t ɪ h j ə ɡ ɛ s t ɛ l t v ɛ ə d ə n
71334,ɪ x n k z ɛ ə ɡ ɛ ə l ə f h ɪ ɡ ə n ʊ n t f v a ə d ɛ s ɪ ŋ ə v a l ə a ɪ n ə s ʊ t ʁ ɪ ŋ t ʀ ɪ m f uː p l a j m ɔ j t ʁ ɔ t ʊ n l a s t ʁ a l z n p ʁ a b ɛ n t m a ʁ t
